"film_id","year","length","budget","votes","genre","rating","high_rating","years_since"
57893,1942,67,15.8,27,"Drama",3.1,"0",83
18351,1933,62,11.1,10,"Drama",4,"0",92
7485,1997,100,11.6,161,"Comedy",7.7,"1",28
17898,2003,92,12.8,67,"Action",3.6,"0",22
18340,1986,92,12,9914,"Drama",4,"0",39
39985,1991,58,13.8,8,"Documentary",7.4,"1",34
2230,1995,98,9.7,48,"Comedy",4.2,"0",30
44140,2002,28,12.4,6,"Short",7.7,"1",23
3487,2004,126,17,16,"Drama",3.3,"0",21
17376,1953,68,5.8,225,"Drama",4,"0",72
22439,1983,114,9,30,"Drama",4.5,"0",42
55753,1926,80,9.8,13,"Drama",5.5,"0",99
29104,1969,90,12,6,"Action",3.1,"0",56
23208,1999,105,8.1,60,"Drama",2.9,"0",26
39330,1983,112,7.6,7,"Documentary",4.3,"0",42
37200,1940,7,10.8,11,"Animation",8.5,"1",85
12774,2004,97,7.6,18,"Action",2.5,"0",21
47946,1998,94,13.2,284,"Comedy",5.1,"0",27
15705,1985,30,9.5,7,"Documentary",8.1,"1",40
51606,1941,140,15.2,693,"Drama",1.5,"0",84
43950,1973,85,12.6,24,"Action",4.3,"0",52
1400,1962,80,12.8,5,"Drama",4.1,"0",63
23790,1990,89,9.4,28,"Drama",3.3,"0",35
58179,1942,7,10.7,42,"Animation",8.4,"1",83
42517,1930,91,11.3,46,"Comedy",5,"0",95
14061,1938,100,11.1,67,"Action",3.6,"0",87
52554,2003,10,11.9,28,"Comedy",8.5,"1",22
51643,1953,107,15.9,34,"Drama",4,"0",72
39105,1984,120,8.9,7,"Drama",2.2,"0",41
57124,1951,62,12.1,14,"Action",4.4,"0",74
57091,1990,111,17.2,1443,"Drama",3.2,"0",35
14471,1982,108,11.6,57,"Drama",4.2,"0",43
49168,2001,90,15,42,"Action",4.4,"0",24
55451,1938,18,13.1,119,"Comedy",7.8,"1",87
53695,1959,7,13.4,19,"Animation",8,"1",66
32811,1997,108,12,1758,"Comedy",7.8,"1",28
23387,1949,73,12.6,8,"Comedy",7.9,"1",76
36048,1981,143,9.2,27,"Comedy",1.9,"0",44
31479,1929,95,5.1,36,"Drama",5.3,"0",96
41076,1950,74,9.4,47,"Action",4.1,"0",75
42912,1988,82,14.4,65,"Comedy",7.9,"1",37
28059,1989,109,14.9,20,"Drama",4,"0",36
3308,1938,83,10.4,110,"Comedy",8.3,"1",87
39847,1943,92,11.7,638,"Drama",4.8,"0",82
3465,1961,90,11.3,210,"Action",2.1,"0",64
42043,1980,157,11.6,42,"Action",4.5,"0",45
34956,1969,86,13.4,9,"Action",4.1,"0",56
17906,1901,5,10.2,39,"Drama",8.3,"1",124
43478,1948,78,15,12,"Action",4,"0",77
56925,1936,19,14.8,7,"Comedy",8.4,"1",89
18828,2002,88,9.8,50,"Drama",2.5,"0",23
10356,2003,6,9.7,12,"Comedy",7.9,"1",22
10107,1990,91,9.1,82,"Comedy",6.3,"0",35
46061,1937,54,15.4,28,"Comedy",7.9,"1",88
24843,1937,102,12.2,10,"Comedy",7.5,"1",88
40153,1968,6,14.3,8,"Animation",8.7,"1",57
48533,1974,96,11.4,75,"Action",1.6,"0",51
48635,1953,16,11.5,54,"Comedy",8.1,"1",72
15770,1941,8,4.8,46,"Animation",3.8,"0",84
32631,1949,64,12.9,27,"Comedy",8.1,"1",76
5772,1996,91,11.8,4310,"Comedy",8.1,"1",29
26729,1964,94,9.4,10,"Comedy",5.2,"0",61
29040,1990,115,11,51,"Drama",5.4,"0",35
41088,2004,23,10.2,8,"Drama",6.9,"0",21
18759,1989,8,7.7,173,"Animation",8.6,"1",36
35886,1968,160,15.2,16,"Drama",3.8,"0",57
32104,2003,9,11.4,83,"Animation",7.4,"1",22
9427,1973,111,10.7,1155,"Drama",2.5,"0",52
40140,1968,6,8.8,11,"Animation",4.4,"0",57
24478,1931,62,13.4,36,"Comedy",4.1,"0",94
9105,2004,9,14,10,"Short",8.3,"1",21
32883,1940,81,16,7,"Drama",5.3,"0",85
25785,1960,84,7.8,9,"Comedy",2.3,"0",65
22718,1983,94,10.8,15,"Action",4.1,"0",42
3218,1955,95,9.4,6,"Comedy",3.1,"0",70
31521,1978,90,9.9,15,"Drama",5.3,"0",47
6037,1954,95,13.6,79,"Drama",4.2,"0",71
43686,1932,70,13.8,13,"Drama",3.8,"0",93
13469,1943,86,11.7,86,"Action",2.9,"0",82
20943,2001,80,18,59,"Documentary",8.9,"1",24
18456,1990,104,13.8,50,"Drama",3.5,"0",35
12759,1965,85,16.9,27,"Documentary",8.3,"1",60
20154,1980,96,8.6,124,"Comedy",8.4,"1",45
35656,1994,115,6.8,8,"Action",4.5,"0",31
54827,1938,79,8.2,14,"Action",5,"0",87
24629,1945,85,15.9,130,"Drama",2,"0",80
32236,1949,100,14.5,48,"Drama",5.2,"0",76
26437,1999,14,5.7,5,"Romance",3.1,"0",26
6503,1988,90,11.4,130,"Action",8.4,"1",37
21645,1977,86,10.3,17,"Action",4.7,"0",48
53483,2003,6,15.9,8,"Animation",8.8,"1",22
51689,1982,109,10.3,17071,"Action",4.4,"0",43
12332,1926,20,10,8,"Comedy",8.4,"1",99
16942,1942,65,8.6,78,"Action",4.2,"0",83
42213,1981,94,10.3,254,"Drama",3.4,"0",44
10120,1996,100,16.3,39,"Drama",4.6,"0",29
18547,1995,89,13.1,69,"Drama",3.3,"0",30
54308,1996,95,14.3,216,"Comedy",7.9,"1",29
31358,2001,98,11.6,49,"Action",3.8,"0",24
16972,1998,100,13.2,17,"Drama",4.2,"0",27
33006,1971,96,13,7,"Action",3.7,"0",54
31162,2002,90,8.1,10,"Drama",5.4,"0",23
17637,1963,97,7,5,"Comedy",4.6,"0",62
38569,1938,67,16.8,9,"Drama",3.9,"0",87
36815,2002,90,8.6,39,"Action",4.9,"0",23
33944,2003,100,15.1,6,"Action",4,"0",22
46093,2002,79,13,5,"Documentary",8.3,"1",23
14535,1942,7,15.2,29,"Animation",7.5,"1",83
26373,2003,75,10.2,12,"Documentary",8.5,"1",22
10013,1997,88,17.4,59,"Drama",3.6,"0",28
12381,1949,79,13.1,42,"Drama",5.2,"0",76
32351,1998,85,11.9,55,"Comedy",7.8,"1",27
44752,1955,91,13.5,39,"Action",4,"0",70
53983,1934,118,6.4,144,"Drama",3.9,"0",91
22825,1992,117,11.8,4705,"Comedy",4.8,"0",33
19271,1997,91,3.9,22115,"Comedy",4.7,"0",28
37540,1980,97,12.4,7,"Drama",3.4,"0",45
10545,1999,114,13.3,17,"Action",3.9,"0",26
39171,1987,128,13.2,7,"Drama",3.6,"0",38
49211,2002,91,9.4,801,"Drama",3.7,"0",23
17951,1943,88,12.5,7,"Drama",4,"0",82
485,1993,130,15.4,56,"Action",3.3,"0",32
28889,1989,138,10.8,23,"Drama",3.2,"0",36
39677,1953,82,8.4,10,"Drama",1.7,"0",72
49055,1997,97,10.7,1607,"Action",4.8,"0",28
15851,2005,80,11.1,7,"Documentary",8.2,"1",20
1935,1952,92,10.6,15,"Action",3.5,"0",73
24996,1975,105,8,218,"Drama",3.3,"0",50
19059,2003,12,5.2,8,"Comedy",7.7,"1",22
12820,1947,100,11.6,450,"Drama",3,"0",78
16473,1998,115,8.1,88,"Drama",3.7,"0",27
34013,1930,77,8.5,58,"Drama",4.1,"0",95
8776,1954,124,12.6,14,"Comedy",8.5,"1",71
494,1939,62,12.8,11,"Action",4.1,"0",86
1680,1993,13,7.8,18,"Short",7.7,"1",32
44735,1985,105,12.8,489,"Drama",4.9,"0",40
26720,1978,82,17.3,23,"Comedy",8,"1",47
38679,1976,97,17.9,8,"Action",7.6,"1",49
48741,1991,98,14.5,6,"Action",3.7,"0",34
53232,1966,92,8.8,19,"Action",4.3,"0",59
34526,1984,115,12.8,2086,"Comedy",2.9,"0",41
9156,1998,113,12.8,4820,"Comedy",7.7,"1",27
54006,1992,93,13.7,33,"Action",3.7,"0",33
34800,2003,100,8.9,5,"Comedy",3.7,"0",22
30678,1968,96,5.7,11,"Comedy",5.1,"0",57
41885,1982,105,13,9,"Action",2.8,"0",43
55311,1999,111,17.4,84,"Comedy",9.1,"1",26
4519,1901,1,8.8,5,"Documentary",8.2,"1",124
54971,2001,30,10.1,6,"Short",7.5,"1",24
30684,1983,100,12.1,645,"Comedy",8.4,"1",42
48298,1940,98,11.7,20,"Action",3.4,"0",85
46243,2000,93,10.8,260,"Action",3.7,"0",25
27712,1991,68,15.3,6,"Action",4.8,"0",34
38219,2001,116,4.6,4592,"Drama",3.3,"0",24
2598,1982,90,13,13,"Action",4.2,"0",43
37917,1972,68,10.7,7,"Action",5.7,"0",53
52787,1943,7,10.9,102,"Animation",7.8,"1",82
23262,1939,87,10.4,7,"Drama",4.6,"0",86
33048,1988,105,11.5,178,"Comedy",3.7,"0",37
7503,2005,7,18.6,18,"Action",8.2,"1",20
12651,2002,90,12.9,27,"Documentary",8.1,"1",23
19454,2001,6,7,11,"Short",8.2,"1",24
7035,1987,88,14.9,8,"Drama",2.3,"0",38
14774,2005,93,13.7,17,"Comedy",7.4,"1",20
42299,1997,103,9.4,270,"Comedy",4.9,"0",28
54107,1972,104,8.7,106,"Drama",4.3,"0",53
38738,1937,212,12.1,18,"Action",4,"0",88
3514,1986,111,12.4,73,"Drama",4.1,"0",39
1023,1933,88,12.9,5,"Comedy",4.7,"0",92
27066,1981,90,9.1,144,"Action",5.2,"0",44
13291,1981,78,14.2,61,"Action",4.3,"0",44
5367,1988,48,12.4,5,"Comedy",8.5,"1",37
56185,1975,12,10,57,"Short",8,"1",50
23067,2000,90,8.2,65,"Action",4.5,"0",25
11441,1941,68,12.3,15,"Comedy",8.4,"1",84
1790,1983,91,13.4,2171,"Drama",3.2,"0",42
10350,1994,107,16.9,913,"Comedy",8.4,"1",31
39147,1970,71,8.8,308,"Action",3,"0",55
24551,1934,21,13.7,7,"Comedy",8.2,"1",91
55704,2002,96,11,27,"Drama",3.9,"0",23
1612,1980,153,7.1,42,"Action",3.2,"0",45
30320,2004,88,12.1,30,"Drama",3.4,"0",21
8488,1980,95,14.5,2468,"Action",4.7,"0",45
1765,1950,7,13.3,53,"Animation",8.4,"1",75
10487,1935,11,10,21,"Documentary",8,"1",90
43417,1981,94,13.9,35,"Drama",3.6,"0",44
30512,1996,173,22.3,64,"Drama",8.1,"1",29
27673,1932,96,10.4,52,"Action",3.9,"0",93
58335,1980,140,11.5,8,"Drama",3.9,"0",45
23509,1998,91,11.5,2374,"Comedy",4.8,"0",27
591,1991,94,14.3,986,"Drama",4.1,"0",34
58481,2002,100,13.8,130,"Comedy",7.3,"1",23
41838,1996,134,15.2,173,"Drama",3.3,"0",29
31739,1960,100,10.4,132,"Comedy",8.6,"1",65
14313,2004,80,14.5,24,"Documentary",7.7,"1",21
29250,1938,73,11.7,21,"Action",5.5,"0",87
43050,1948,98,13.9,15,"Comedy",8.7,"1",77
849,1956,74,13,16,"Action",4,"0",69
6858,2003,88,10.9,208,"Comedy",2.3,"0",22
54455,1997,95,11.6,148,"Documentary",8.6,"1",28
48244,1963,80,7.5,8,"Comedy",7.9,"1",62
57047,1996,95,7.1,59,"Documentary",4.5,"0",29
42053,1998,91,10.2,231,"Comedy",7.4,"1",27
35334,1991,102,15,5619,"Drama",5.1,"0",34
3701,1943,55,8.5,13,"Action",5.4,"0",82
15533,1996,106,7.9,138,"Drama",3.8,"0",29
9660,2003,101,7.3,29,"Drama",3.5,"0",22
22520,2003,87,12.8,810,"Comedy",8,"1",22
35509,1993,95,10.8,11,"Drama",4.1,"0",32
5130,1983,105,17.8,31,"Drama",5.5,"0",42
34690,2003,83,14.3,40,"Comedy",3.6,"0",22
58221,1971,100,9.7,5,"Drama",0.9,"0",54
4727,2004,10,11.8,9,"Comedy",8.4,"1",21
30623,1994,1,11.3,5,"Animation",5.1,"0",31
12129,2002,57,15,28,"Documentary",8,"1",23
382,1977,68,9.1,8,"Comedy",1.7,"0",48
53397,1993,86,16.2,49,"Action",7.4,"1",32
26068,1970,90,16.5,6,"Documentary",8.6,"1",55
17640,2001,127,10,12,"Action",2.3,"0",24
51535,1934,20,11.8,183,"Comedy",7.7,"1",91
11227,1941,97,6.7,60,"Drama",3.3,"0",84
44597,2003,78,16.1,82,"Documentary",8.7,"1",22
12699,2001,8,9.6,15,"Action",8.1,"1",24
18368,1958,17,13.1,37,"Comedy",7.8,"1",67
37961,1995,100,15.1,140,"Action",8,"1",30
44002,1985,112,12.4,99,"Drama",3.7,"0",40
45573,1966,79,8.7,233,"Comedy",4,"0",59
24844,2001,96,13,226,"Action",5.2,"0",24
21216,1946,8,8.5,91,"Animation",8.1,"1",79
13870,1995,95,17.1,83,"Action",8.3,"1",30
20427,1994,74,9.2,14,"Drama",3.9,"0",31
20615,1989,104,15.4,278,"Action",4.4,"0",36
39156,1987,13,9.3,41,"Short",7.6,"1",38
21833,1981,90,11,5157,"Action",3.9,"0",44
24363,1995,118,12.2,1383,"Drama",4.5,"0",30
23180,1951,7,10,16,"Animation",8.5,"1",74
20272,1928,62,15,58,"Comedy",8.6,"1",97
33248,2001,10,12.7,6,"Animation",9.1,"1",24
7037,1970,93,11.3,538,"Drama",3.1,"0",55
52034,1937,87,16.8,23,"Drama",5.8,"0",88
18806,1985,98,15.4,12,"Drama",4.2,"0",40
27714,1981,120,8.3,15,"Action",4,"0",44
11597,1996,81,14,6,"Action",4.6,"0",29
17845,2004,106,10,17715,"Drama",4.4,"0",21
33930,1955,123,12.3,3932,"Comedy",4.5,"0",70
16482,1944,96,10.4,20,"Drama",3.5,"0",81
39976,2003,3,13,6,"Animation",8.2,"1",22
51466,1959,92,15.8,49,"Comedy",4.3,"0",66
6338,1987,86,17.1,58,"Action",7.9,"1",38
40391,2002,14,10,5,"Comedy",7.2,"1",23
7267,1997,99,13.1,708,"Drama",3.4,"0",28
29880,1953,7,14.2,27,"Animation",8.1,"1",72
3302,1987,94,15.6,21,"Action",2.7,"0",38
21871,1968,100,15.2,21,"Drama",3.7,"0",57
14770,1996,15,15.9,13,"Comedy",8.3,"1",29
23901,2003,98,7.8,13,"Drama",4.8,"0",22
33907,1987,89,12,34,"Comedy",7.8,"1",38
26841,1938,90,11.9,68,"Comedy",7.5,"1",87
41304,1988,102,12.2,316,"Drama",4.5,"0",37
22751,1933,66,13,6,"Comedy",8.3,"1",92
1016,1975,105,13.3,25,"Drama",3,"0",50
44345,1988,90,13.1,7,"Action",3.3,"0",37
52912,1956,107,16.3,120,"Drama",5.3,"0",69
24024,1983,100,12.1,239,"Comedy",7.7,"1",42
17192,1947,97,10.8,342,"Comedy",7.9,"1",78
37502,2004,71,12.3,5,"Documentary",7.5,"1",21
2340,1969,89,6.5,9,"Documentary",3.7,"0",56
50630,1995,108,15.7,12,"Action",3.1,"0",30
50070,1997,93,7.9,83,"Action",4.1,"0",28
22257,2002,18,10.8,6,"Short",7.7,"1",23
54917,1942,7,12.5,59,"Animation",8.9,"1",83
34797,1939,129,11.6,11565,"Comedy",4.4,"0",86
27133,1967,84,13,8,"Action",3.8,"0",58
27110,1996,16,7.3,6,"Drama",8.1,"1",29
50256,1983,75,15.1,20,"Drama",4.2,"0",42
15999,1970,110,10.7,54,"Drama",2.4,"0",55
49872,1992,34,13.5,11,"Short",7.8,"1",33
33582,1994,110,12,2236,"Comedy",3.1,"0",31
16216,2000,130,12.6,24301,"Drama",4.5,"0",25
5003,1994,97,15,59,"Action",5.6,"0",31
3333,1942,79,16.7,150,"Comedy",8.4,"1",83
16988,1984,106,8.8,1392,"Drama",4.4,"0",41
37150,1955,32,12.8,1268,"Documentary",8.1,"1",70
33005,2004,106,12.4,44,"Documentary",7.9,"1",21
29027,2001,24,8.4,7,"Short",7.9,"1",24
40608,2000,86,15.2,10,"Documentary",7.6,"1",25
12317,1997,87,15.3,66,"Animation",5.4,"0",28
25468,1973,90,14,8,"Action",7.3,"1",52
40842,1963,122,11.1,10,"Action",4.7,"0",62
58753,2004,88,11.3,7,"Action",2.7,"0",21
7301,1977,112,7.7,7,"Romance",4.3,"0",48
40975,1988,99,9.7,962,"Documentary",7.4,"1",37
32403,1987,60,10.7,18,"Documentary",8.3,"1",38
51759,1992,105,9,247,"Drama",4.1,"0",33
12430,1998,85,13.7,20,"Action",5,"0",27
45078,1978,76,13.2,11,"Drama",3.8,"0",47
25896,1960,100,12.5,209,"Comedy",8.4,"1",65
411,1931,112,16.4,147,"Action",7.9,"1",94
37461,1980,87,14.9,8,"Action",5.8,"0",45
7315,1982,94,13.4,12,"Romance",3.1,"0",43
46345,2004,90,10.7,11,"Action",2.8,"0",21
36734,2003,9,11.4,7,"Short",7.8,"1",22
8195,1960,70,7.5,16,"Drama",2.7,"0",65
38130,1979,92,12,24,"Drama",5,"0",46
35956,1936,7,12,15,"Animation",8,"1",89
51415,1964,93,12.9,24,"Comedy",7.4,"1",61
31690,1977,24,9.2,11,"Drama",8.3,"1",48
27637,1997,84,9.5,190,"Action",8.1,"1",28
11849,1976,71,7.8,21,"Action",4.4,"0",49
20261,1912,17,17.4,125,"Drama",7.4,"1",113
38573,1987,112,13.2,5150,"Comedy",4,"0",38
4937,1964,121,10.3,114,"Drama",3.4,"0",61
43048,1945,2,14.3,17,"Animation",7.5,"1",80
28205,2004,105,10.5,214,"Drama",2.9,"0",21
43467,1999,29,10.6,12,"Drama",7.6,"1",26
11667,1983,16,17.3,498,"Comedy",7.5,"1",42
47069,1930,8,11.1,14,"Animation",8.1,"1",95
2112,1989,97,12.4,37,"Comedy",3.4,"0",36
58508,1978,101,11.9,21,"Comedy",7.6,"1",47
29407,2004,85,8.8,23,"Action",4.3,"0",21
6594,1993,12,10.3,64,"Animation",8.3,"1",32
46639,1958,71,14.5,42,"Action",3.2,"0",67
41716,1997,74,13.7,6,"Action",5.3,"0",28
38398,1997,123,13.7,16,"Action",4.1,"0",28
2516,1999,82,14.7,28,"Drama",4.5,"0",26
4726,1956,75,11.8,119,"Action",3.9,"0",69
21470,1979,100,9.1,27,"Action",3.6,"0",46
22127,1944,7,11.5,61,"Animation",7.8,"1",81
5232,1981,76,12.8,33,"Documentary",8,"1",44
53816,1948,7,16,22,"Animation",8.5,"1",77
53337,1987,12,14.6,35,"Romance",7.7,"1",38
28922,1948,89,10.8,9,"Drama",3.3,"0",77
52924,1998,10,13.2,8,"Short",8.7,"1",27
30219,1985,82,9.5,5,"Action",3.9,"0",40
16740,2002,104,15.1,32,"Comedy",4.9,"0",23
3707,2000,84,12.9,34,"Drama",4.2,"0",25
13254,1988,92,9.2,26,"Action",3.8,"0",37
56687,1995,76,9.1,41,"Action",3.2,"0",30
40194,1981,84,5.3,773,"Romance",3.9,"0",44
21088,1980,83,9.5,9,"Action",2.3,"0",45
20630,2000,92,9.3,13,"Comedy",3.3,"0",25
44545,1996,93,5.3,75,"Drama",3.5,"0",29
49470,1954,10,10.7,5,"Short",8.4,"1",71
55213,1953,97,9.2,341,"Drama",3.7,"0",72
27655,1937,102,20.2,293,"Drama",8.3,"1",88
21195,1956,85,15.1,107,"Action",2.9,"0",69
40298,1978,88,12.6,48,"Drama",2.6,"0",47
53002,1950,6,16.3,25,"Animation",8.3,"1",75
48084,1980,90,11.8,5,"Documentary",8,"1",45
52767,1994,105,15.8,62,"Drama",3.9,"0",31
56559,2005,72,7.9,57,"Drama",5.4,"0",20
13445,2002,35,13.8,5,"Short",7.5,"1",23
17042,1988,97,10.4,9,"Comedy",7.9,"1",37
10042,1940,63,9.8,351,"Comedy",8.7,"1",85
48581,1979,93,13.7,29,"Drama",3.9,"0",46
41713,1936,8,10.6,15,"Animation",9,"1",89
47681,1933,7,8.1,90,"Animation",5.3,"0",92
25168,1969,6,14.4,20,"Animation",7.8,"1",56
16458,1999,6,11.5,34,"Animation",8,"1",26
4081,1980,129,14,540,"Drama",6.7,"0",45
10460,1985,93,12.3,16,"Drama",3.9,"0",40
2292,1999,104,16.2,16,"Drama",2.8,"0",26
51336,1960,95,13.7,6,"Drama",5,"0",65
6634,1947,16,14.2,47,"Drama",8.2,"1",78
45953,1943,71,8.6,304,"Drama",5.1,"0",82
24308,1948,88,14.2,8,"Drama",3.6,"0",77
52615,1934,70,12.3,6,"Drama",4.6,"0",91
27799,1994,98,12.2,13,"Action",4.2,"0",31
40167,1996,96,15.7,204,"Action",3.9,"0",29
35983,1998,16,10,18,"Drama",8.3,"1",27
43608,2004,8,13.8,15,"Short",7.8,"1",21
11339,1968,107,15.5,112,"Drama",3.7,"0",57
8624,2001,59,13.8,11,"Documentary",8.2,"1",24
20853,2001,87,13.6,127,"Drama",3.9,"0",24
34151,1986,104,11.4,1819,"Comedy",4,"0",39
42045,2001,5,16.3,16,"Short",9,"1",24
12223,1950,70,14.5,9,"Action",3.2,"0",75
30194,1940,84,15.3,20,"Comedy",8.2,"1",85
42611,1993,35,9.9,30,"Comedy",7.9,"1",32
53311,1914,14,7.4,57,"Animation",8,"1",111
23013,1988,99,12,1153,"Comedy",8.1,"1",37
10244,1998,114,15.1,15333,"Drama",4.6,"0",27
41803,1998,162,10.5,36,"Action",2.8,"0",27
45396,1996,4,11.8,21,"Animation",8,"1",29
12357,1929,75,18,14,"Comedy",7.4,"1",96
31102,1936,12,11.6,24,"Comedy",7.5,"1",89
46780,1951,81,8.7,6,"Action",3.1,"0",74
51232,1986,98,14.4,22,"Action",8.3,"1",39
44660,2000,89,11.6,84,"Action",4.6,"0",25
14329,2003,52,10.6,180,"Drama",3.7,"0",22
23510,1985,29,13.5,7,"Short",8.2,"1",40
1133,1952,98,13.3,122,"Drama",4.5,"0",73
43521,1934,76,10.3,6,"Romance",3.7,"0",91
4458,1895,1,7.1,48,"Documentary",7.8,"1",130
32847,1992,97,4.3,23,"Comedy",2.6,"0",33
38396,1937,21,16.5,63,"Comedy",8,"1",88
14613,2003,85,10.8,355,"Comedy",4.4,"0",22
36804,1979,21,9.5,35,"Short",8,"1",46
45683,2002,91,13.8,150,"Drama",3.4,"0",23
23492,1970,91,12.7,5,"Comedy",7.6,"1",55
27415,1988,82,10.9,5,"Action",4.4,"0",37
53055,1996,112,10.9,6,"Action",4.1,"0",29
24263,1976,85,12.9,164,"Action",8.2,"1",49
28487,2002,105,15.8,1043,"Comedy",8.2,"1",23
954,1941,81,6.7,76,"Drama",3.6,"0",84
30679,1991,84,16,12,"Comedy",8,"1",34
53679,1977,105,7.5,21,"Comedy",2.9,"0",48
4279,1935,96,9.4,82,"Drama",3,"0",90
58391,1975,94,12.2,26,"Drama",4.7,"0",50
29309,1979,33,7.6,18,"Short",8.4,"1",46
53236,1984,91,8.6,7,"Action",4.4,"0",41
8056,1956,103,13.3,7,"Romance",5.1,"0",69
5001,1955,99,12.9,6,"Comedy",8.4,"1",70
38972,1935,52,12,52,"Action",2.6,"0",90
32347,1974,105,13.6,5,"Action",3.8,"0",51
14700,1947,104,6.7,361,"Drama",3.3,"0",78
26765,1955,98,10,7,"Comedy",8.6,"1",70
14845,1990,112,6.8,58,"Action",3.6,"0",35
43386,1998,96,11,8091,"Action",4.9,"0",27
30508,1951,86,9.9,19,"Drama",2.9,"0",74
52377,1983,107,7,1531,"Comedy",4.3,"0",42
11496,1994,16,15.1,7,"Short",7.8,"1",31
44487,2000,122,15.9,236,"Drama",5.6,"0",25
21353,1958,78,11.8,77,"Action",4,"0",67
33366,1969,99,11.5,29,"Drama",4.6,"0",56
31591,1982,16,12.5,16,"Short",8.2,"1",43
21746,2001,88,6.3,624,"Comedy",3.6,"0",24
22279,1963,112,14,4641,"Action",4.8,"0",62
17821,1988,77,13.8,8,"Action",4.1,"0",37
47286,1953,69,9,8,"Drama",5.3,"0",72
56473,1931,68,9.6,6,"Drama",4.1,"0",94
14546,1940,8,11.3,49,"Animation",7.8,"1",85
7541,1996,108,15.1,14415,"Action",7.7,"1",29
23033,1956,7,8.3,35,"Animation",7.9,"1",69
1649,1994,8,12.2,23,"Short",7.9,"1",31
12221,2004,86,13.3,89,"Comedy",7.6,"1",21
16327,1971,98,11.8,2951,"Action",3,"0",54
29472,1992,91,6,8,"Drama",6.1,"0",33
594,1989,161,11.1,6,"Comedy",3.2,"0",36
44090,1999,6,4.7,6,"Comedy",8.1,"1",26
15431,2002,90,14.1,9,"Comedy",7.4,"1",23
20474,1998,89,12.5,14,"Action",2.3,"0",27
25,1921,18,11.8,145,"Comedy",8.2,"1",104
36508,1956,115,11.9,8,"Drama",4.3,"0",69
51943,1955,93,13.7,9,"Drama",4.5,"0",70
35595,1999,15,10,16,"Comedy",8.2,"1",26
22414,1932,73,16.5,21,"Comedy",7.7,"1",93
27186,1968,80,10.6,6,"Action",4.3,"0",57
12015,1973,122,13.3,31,"Drama",3.6,"0",52
19135,2003,90,12.5,6517,"Comedy",5.4,"0",22
4472,2002,26,13.1,27,"Short",8.9,"1",23
39267,1965,9,15.1,21,"Documentary",7.1,"1",60
16,1987,101,13.5,614,"Action",8.1,"1",38
16206,1963,85,10.1,20,"Action",4.6,"0",62
10473,2003,80,13.1,27,"Comedy",7.7,"1",22
9699,1998,77,9.7,17,"Documentary",7.4,"1",27
20407,1966,110,15.7,513,"Comedy",3.9,"0",59
50605,1971,81,12.7,5,"Drama",3.8,"0",54
16662,1996,90,10.6,47,"Action",4.2,"0",29
30412,1919,27,15.2,7,"Documentary",7.6,"1",106
22191,1984,120,11.1,296,"Drama",3.3,"0",41
11431,1950,70,10.6,14,"Action",5.9,"0",75
13256,1955,56,7.2,103,"Action",3.5,"0",70
43288,1949,69,13.1,15,"Action",4.4,"0",76
17296,1966,114,14.3,20,"Comedy",8,"1",59
49513,1930,75,10.4,12,"Drama",5.6,"0",95
4207,1942,91,11.8,6,"Action",3.7,"0",83
33768,1939,71,11.3,51,"Action",4.5,"0",86
54196,1937,8,9.4,10,"Animation",7.5,"1",88
31979,1940,76,11,43,"Drama",5,"0",85
18171,1950,102,11.7,8,"Drama",3.8,"0",75
9781,1996,11,12.6,6,"Animation",8,"1",29
2781,1991,40,10.8,78,"Documentary",8.3,"1",34
28168,1941,23,13.9,10,"Documentary",7.8,"1",84
45772,1975,100,9.9,42,"Drama",3.1,"0",50
15753,1941,70,11.1,5,"Action",3,"0",84
46169,1990,130,18.3,34,"Drama",3.1,"0",35
44154,1943,4,13.8,10,"Animation",8.2,"1",82
23277,1969,140,11.6,23,"Action",3.3,"0",56
56342,1975,17,11.1,11,"Short",8,"1",50
17844,2004,12,17.9,10,"Short",8,"1",21
39949,1985,95,13.1,18,"Drama",4.4,"0",40
12923,1985,87,6.6,6,"Action",3.6,"0",40
13963,2004,97,10,66,"Action",4.2,"0",21
53554,2001,13,13.4,11,"Animation",7.9,"1",24
28431,1997,5,9,5,"Animation",2.7,"0",28
11408,1962,112,5.1,62,"Drama",4.3,"0",63
57006,1956,7,16.2,30,"Animation",9.1,"1",69
40563,1991,120,16.5,11180,"Action",2.7,"0",34
32222,1991,95,15.3,1235,"Comedy",5.6,"0",34
3245,1962,38,9.8,8,"Animation",3.8,"0",63
19700,1981,92,16.4,187,"Action",8.8,"1",44
48062,1926,68,10.4,188,"Drama",5.6,"0",99
19902,1997,92,12.6,6430,"Comedy",8.1,"1",28
56006,1996,103,15.3,35,"Drama",3.6,"0",29
49953,1941,110,11.1,11,"Action",3.4,"0",84
43629,1969,110,9.9,6,"Action",5,"0",56
15337,1961,103,13.4,5,"Action",4.1,"0",64
941,1997,57,16.9,16,"Documentary",7.3,"1",28
52616,1954,11,10.9,11,"Short",8,"1",71
48056,1965,91,11.7,22,"Action",5,"0",60
11851,1943,81,12.9,15,"Comedy",7.8,"1",82
38789,2001,87,10.6,88,"Comedy",8,"1",24
11042,2002,138,13,16,"Drama",4.9,"0",23
15493,1978,103,14.5,197,"Comedy",7.7,"1",47
33919,1958,103,14.3,26,"Drama",2.2,"0",67
